episode|worker_id|eplen|score|ts
0|0|12|12.0|2024-03-16 11:45:28.837858
1|1|24|24.0|2024-03-16 11:45:30.719156
2|0|23|23.0|2024-03-16 11:45:32.550872
3|1|18|18.0|2024-03-16 11:45:33.674194
4|1|14|14.0|2024-03-16 11:45:35.961267
5|0|33|33.0|2024-03-16 11:45:37.594711
6|1|13|13.0|2024-03-16 11:45:37.748631
7|0|13|13.0|2024-03-16 11:45:39.412640
8|1|17|17.0|2024-03-16 11:45:40.089916
9|0|33|33.0|2024-03-16 11:45:44.015142
10|1|36|36.0|2024-03-16 11:45:45.268875
11|0|23|23.0|2024-03-16 11:45:47.482132
12|1|16|16.0|2024-03-16 11:45:47.633077
13|0|12|12.0|2024-03-16 11:45:49.040137
14|1|30|30.0|2024-03-16 11:45:51.448173
15|0|27|27.0|2024-03-16 11:45:52.471951
16|1|13|13.0|2024-03-16 11:45:53.053842
17|0|24|24.0|2024-03-16 11:45:55.677029
18|1|20|20.0|2024-03-16 11:45:55.838868
19|0|16|16.0|2024-03-16 11:45:57.922288
20|1|24|24.0|2024-03-16 11:45:59.255686
21|0|13|13.0|2024-03-16 11:45:59.856324
22|0|20|20.0|2024-03-16 11:46:02.834978
23|1|32|32.0|2024-03-16 11:46:04.002751
24|0|15|15.0|2024-03-16 11:46:05.045553
25|0|13|13.0|2024-03-16 11:46:07.010922
26|1|21|21.0|2024-03-16 11:46:07.197183
27|0|14|14.0|2024-03-16 11:46:09.078811
28|1|14|14.0|2024-03-16 11:46:09.210023
29|1|24|24.0|2024-03-16 11:46:12.260949
30|0|44|44.0|2024-03-16 11:46:14.921602
31|1|22|22.0|2024-03-16 11:46:15.351785
32|0|22|22.0|2024-03-16 11:46:18.240830
33|1|27|27.0|2024-03-16 11:46:19.371481
34|1|24|24.0|2024-03-16 11:46:22.916447
35|0|37|37.0|2024-03-16 11:46:23.654255
36|1|27|27.0|2024-03-16 11:46:26.860457
37|0|25|25.0|2024-03-16 11:46:27.315686
38|1|14|14.0|2024-03-16 11:46:28.976804
39|0|13|13.0|2024-03-16 11:46:29.265474
40|0|9|9.0|2024-03-16 11:46:30.657998
41|1|16|16.0|2024-03-16 11:46:31.412070
42|0|13|13.0|2024-03-16 11:46:32.420736
43|1|23|23.0|2024-03-16 11:46:34.400057
44|0|25|25.0|2024-03-16 11:46:35.883014
45|1|17|17.0|2024-03-16 11:46:36.935835
46|0|10|10.0|2024-03-16 11:46:37.394815
47|0|11|11.0|2024-03-16 11:46:38.882534
48|0|19|19.0|2024-03-16 11:46:41.417260
49|1|44|44.0|2024-03-16 11:46:42.780982
50|0|26|26.0|2024-03-16 11:46:44.828107
51|1|15|15.0|2024-03-16 11:46:44.830663
52|0|27|27.0|2024-03-16 11:46:48.383821
53|1|29|29.0|2024-03-16 11:46:48.650547
54|0|28|28.0|2024-03-16 11:46:52.450344
55|1|37|37.0|2024-03-16 11:46:53.850110
56|0|13|13.0|2024-03-16 11:46:54.086610
57|1|12|12.0|2024-03-16 11:46:55.458651
58|0|11|11.0|2024-03-16 11:46:55.601214
59|1|12|12.0|2024-03-16 11:46:57.214798
60|0|14|14.0|2024-03-16 11:46:57.638231
61|1|13|13.0|2024-03-16 11:46:58.932567
62|0|31|31.0|2024-03-16 11:47:01.790732
63|0|30|30.0|2024-03-16 11:47:06.055494
64|0|18|18.0|2024-03-16 11:47:08.571854
65|1|76|76.0|2024-03-16 11:47:09.659197
66|1|12|12.0|2024-03-16 11:47:11.556486
67|0|20|20.0|2024-03-16 11:47:11.685319
68|0|14|14.0|2024-03-16 11:47:13.833131
69|1|26|26.0|2024-03-16 11:47:15.465265
70|1|19|19.0|2024-03-16 11:47:18.054940
71|0|32|32.0|2024-03-16 11:47:18.339564
72|1|15|15.0|2024-03-16 11:47:20.176041
73|1|10|10.0|2024-03-16 11:47:21.605370
74|0|35|35.0|2024-03-16 11:47:23.217348
75|1|16|16.0|2024-03-16 11:47:23.806671
76|0|15|15.0|2024-03-16 11:47:25.383768
77|1|16|16.0|2024-03-16 11:47:26.055809
78|0|20|20.0|2024-03-16 11:47:28.021887
79|1|18|18.0|2024-03-16 11:47:28.389398
80|0|16|16.0|2024-03-16 11:47:30.177785
81|0|14|14.0|2024-03-16 11:47:32.099954
82|1|41|41.0|2024-03-16 11:47:33.792007
83|0|22|22.0|2024-03-16 11:47:34.842404
84|0|12|12.0|2024-03-16 11:47:36.443757
85|0|14|14.0|2024-03-16 11:47:38.173806
86|0|14|14.0|2024-03-16 11:47:39.967894
87|1|50|50.0|2024-03-16 11:47:40.193426
88|0|13|13.0|2024-03-16 11:47:41.549754
89|0|19|19.0|2024-03-16 11:47:43.791034
90|1|40|40.0|2024-03-16 11:47:44.892415
91|0|27|27.0|2024-03-16 12:52:16.893885
92|1|17|17.0|2024-03-16 12:52:16.896165
93|0|16|16.0|2024-03-16 12:52:18.946554
94|1|16|16.0|2024-03-16 12:52:18.949654
95|0|14|14.0|2024-03-16 12:52:21.077144
96|1|17|17.0|2024-03-16 12:52:21.553585
97|0|27|27.0|2024-03-16 12:52:24.873510
98|1|37|37.0|2024-03-16 12:52:26.725456
99|0|19|19.0|2024-03-16 12:52:27.618758
100|1|16|16.0|2024-03-16 12:52:29.330500
101|0|11|11.0|2024-03-16 12:52:29.494470
102|1|28|28.0|2024-03-16 12:52:33.328272
103|0|29|29.0|2024-03-16 12:52:33.595644
104|0|11|11.0|2024-03-16 12:52:35.242137
105|0|13|13.0|2024-03-16 12:52:36.932836
106|1|26|26.0|2024-03-16 12:52:36.934541
107|1|10|10.0|2024-03-16 12:52:38.147912
108|0|17|17.0|2024-03-16 12:52:38.986004
109|1|14|14.0|2024-03-16 12:52:40.001351
110|0|38|38.0|2024-03-16 12:52:44.342929
111|1|33|33.0|2024-03-16 12:52:44.593182
112|0|17|17.0|2024-03-16 12:52:46.653502
113|1|16|16.0|2024-03-16 12:52:46.805650
114|1|11|11.0|2024-03-16 12:52:48.257334
115|0|16|16.0|2024-03-16 12:52:48.810869
116|1|22|22.0|2024-03-16 12:52:51.132166
117|0|39|39.0|2024-03-16 12:52:54.179589
118|0|18|18.0|2024-03-16 12:52:56.098698
119|1|46|46.0|2024-03-16 12:52:56.832063
120|0|17|17.0|2024-03-16 12:52:57.855059
121|1|19|19.0|2024-03-16 12:52:58.663373
122|0|14|14.0|2024-03-16 12:52:59.263095
123|1|16|16.0|2024-03-16 12:53:00.468889
124|0|16|16.0|2024-03-16 12:53:01.057709
125|0|11|11.0|2024-03-16 12:53:02.500758
126|1|17|17.0|2024-03-16 12:53:02.631352
127|0|12|12.0|2024-03-16 12:53:04.160124
128|1|16|16.0|2024-03-16 12:53:04.895706
129|0|11|11.0|2024-03-16 12:53:05.667169
130|0|26|26.0|2024-03-16 12:53:09.204792
131|1|32|32.0|2024-03-16 12:53:09.206312
132|1|19|19.0|2024-03-16 12:53:11.407118
133|1|14|14.0|2024-03-16 12:53:13.427305
134|0|41|41.0|2024-03-16 12:53:14.604734
135|1|17|17.0|2024-03-16 12:53:15.861603
136|0|10|10.0|2024-03-16 12:53:15.964195
137|1|13|13.0|2024-03-16 12:53:17.521359
138|1|24|24.0|2024-03-16 12:53:20.361305
139|0|52|52.0|2024-03-16 12:53:22.545294
140|1|28|28.0|2024-03-16 12:53:24.239218
141|0|30|30.0|2024-03-16 12:53:26.365655
142|1|29|29.0|2024-03-16 12:53:27.777833
143|0|27|27.0|2024-03-16 12:53:30.013425
144|1|37|37.0|2024-03-16 12:53:32.578680
145|0|40|40.0|2024-03-16 12:53:35.022873
146|0|17|17.0|2024-03-16 12:53:37.383936
147|0|31|31.0|2024-03-16 12:53:40.842935
148|1|73|73.0|2024-03-16 12:53:41.576499
149|0|11|11.0|2024-03-16 12:53:42.063544
150|1|22|22.0|2024-03-16 12:53:44.134538
151|0|47|47.0|2024-03-16 12:53:48.427704
152|1|32|32.0|2024-03-16 12:53:48.735837
153|0|10|10.0|2024-03-16 12:53:49.867615
154|0|14|14.0|2024-03-16 12:53:51.855849
155|1|29|29.0|2024-03-16 12:53:52.686791
156|0|17|17.0|2024-03-16 12:53:54.037354
157|1|10|10.0|2024-03-16 12:53:54.039753
158|1|12|12.0|2024-03-16 12:53:55.727776
159|0|17|17.0|2024-03-16 12:53:56.483457
160|0|18|18.0|2024-03-16 12:53:58.577980
161|0|15|15.0|2024-03-16 12:54:00.421095
162|1|41|41.0|2024-03-16 12:54:00.788014
163|0|25|25.0|2024-03-16 12:54:03.798073
164|1|34|34.0|2024-03-16 12:54:05.493099
165|1|15|15.0|2024-03-16 12:54:07.486113
166|0|32|32.0|2024-03-16 12:54:08.198082
167|1|23|23.0|2024-03-16 12:54:10.495824
168|0|27|27.0|2024-03-16 12:54:11.568990
169|1|20|20.0|2024-03-16 12:54:12.886441
170|1|14|14.0|2024-03-16 12:54:14.754945
171|0|31|31.0|2024-03-16 12:54:15.543752
172|1|11|11.0|2024-03-16 12:54:16.083146
173|0|18|18.0|2024-03-16 12:54:17.820523
174|1|21|21.0|2024-03-16 12:54:19.104615
175|0|13|13.0|2024-03-16 12:54:19.597531
176|0|12|12.0|2024-03-16 12:54:20.761309
177|1|20|20.0|2024-03-16 12:54:21.057660
178|0|15|15.0|2024-03-16 12:54:22.293278
179|0|15|15.0|2024-03-16 12:54:24.103025
180|1|27|27.0|2024-03-16 12:54:24.105017
181|0|13|13.0|2024-03-16 13:39:35.144331
182|1|28|28.0|2024-03-16 13:39:37.091641
183|0|20|20.0|2024-03-16 13:39:37.765820
184|0|23|23.0|2024-03-16 13:39:40.557434
185|1|36|36.0|2024-03-16 13:39:41.404122
186|0|19|19.0|2024-03-16 13:39:42.633838
187|1|17|17.0|2024-03-16 13:39:43.331506
188|0|17|17.0|2024-03-16 13:39:44.775329
189|1|13|13.0|2024-03-16 13:39:45.089158
190|1|27|27.0|2024-03-16 13:39:48.618828
191|1|15|15.0|2024-03-16 13:39:50.762874
192|0|60|60.0|2024-03-16 13:39:52.718655
193|0|15|15.0|2024-03-16 13:39:54.650871
194|1|38|38.0|2024-03-16 13:39:55.766483
195|0|20|20.0|2024-03-16 13:39:57.872088
196|1|15|15.0|2024-03-16 13:39:58.166764
197|0|18|18.0|2024-03-16 13:40:00.682977
198|0|15|15.0|2024-03-16 13:40:03.407555
199|1|52|52.0|2024-03-16 13:40:06.559990
200|0|29|29.0|2024-03-16 13:40:07.847917
201|1|25|25.0|2024-03-16 13:40:10.330519
202|0|23|23.0|2024-03-16 13:40:11.155051
203|1|23|23.0|2024-03-16 13:40:13.802342
204|0|19|19.0|2024-03-16 13:40:14.076594
205|1|10|10.0|2024-03-16 13:40:15.370923
206|0|17|17.0|2024-03-16 13:40:16.749487
207|0|24|24.0|2024-03-16 13:40:20.539757
208|1|36|36.0|2024-03-16 13:40:20.976420
209|1|9|9.0|2024-03-16 13:40:22.122647
210|0|18|18.0|2024-03-16 13:40:22.835425
211|1|19|19.0|2024-03-16 13:40:24.516521
212|0|18|18.0|2024-03-16 13:40:25.152289
213|1|14|14.0|2024-03-16 13:40:25.988250
214|0|12|12.0|2024-03-16 13:40:26.273679
215|1|12|12.0|2024-03-16 13:40:27.289448
216|0|17|17.0|2024-03-16 13:40:28.047515
217|1|17|17.0|2024-03-16 13:40:29.050940
218|0|20|20.0|2024-03-16 13:40:30.641209
219|1|14|14.0|2024-03-16 13:40:31.014130
220|0|27|27.0|2024-03-16 13:40:34.131422
221|1|24|24.0|2024-03-16 13:40:34.134334
222|0|8|8.0|2024-03-16 13:40:35.105024
223|0|21|21.0|2024-03-16 13:40:37.568236
224|1|29|29.0|2024-03-16 13:40:37.569903
225|0|14|14.0|2024-03-16 13:40:39.303263
226|1|27|27.0|2024-03-16 13:40:41.107899
227|0|19|19.0|2024-03-16 13:40:41.785973
228|1|22|22.0|2024-03-16 13:40:43.737619
229|0|29|29.0|2024-03-16 13:40:45.839547
