episode|worker_id|eplen|score|ts
0|0|16|16.0|2024-03-20 15:46:39.915826
1|1|19|19.0|2024-03-20 15:46:40.087546
2|0|29|29.0|2024-03-20 15:46:41.576088
3|1|34|34.0|2024-03-20 15:46:42.023293
4|0|20|20.0|2024-03-20 15:46:42.715773
5|1|40|40.0|2024-03-20 15:46:44.453054
6|0|30|30.0|2024-03-20 15:46:44.576775
7|0|13|13.0|2024-03-20 15:46:45.388516
8|1|27|27.0|2024-03-20 15:46:46.188214
9|1|28|28.0|2024-03-20 15:46:47.947014
10|0|50|50.0|2024-03-20 15:46:48.614713
11|1|11|11.0|2024-03-20 15:46:48.688095
12|0|16|16.0|2024-03-20 15:46:49.707972
13|1|16|16.0|2024-03-20 15:46:49.783235
14|0|14|14.0|2024-03-20 15:46:50.653375
15|0|15|15.0|2024-03-20 15:46:51.702782
16|1|28|28.0|2024-03-20 15:46:51.706174
17|1|17|17.0|2024-03-20 15:46:52.712357
18|0|58|58.0|2024-03-20 15:47:40.725965
19|1|41|41.0|2024-03-20 15:47:40.728411
20|0|9|9.0|2024-03-20 15:47:41.299600
21|0|11|11.0|2024-03-20 15:47:41.965217
22|1|31|31.0|2024-03-20 15:47:42.667179
23|0|15|15.0|2024-03-20 15:47:42.906656
24|0|11|11.0|2024-03-20 15:47:43.564750
25|0|24|24.0|2024-03-20 15:47:44.973009
26|1|41|41.0|2024-03-20 15:47:45.096590
27|0|23|23.0|2024-03-20 15:47:46.323628
28|1|31|31.0|2024-03-20 15:47:46.923656
29|1|14|14.0|2024-03-20 15:47:47.792747
30|0|36|36.0|2024-03-20 15:47:48.521739
31|1|30|30.0|2024-03-20 15:47:49.642861
32|0|27|27.0|2024-03-20 15:47:50.200025
33|1|14|14.0|2024-03-20 15:47:50.510427
34|1|12|12.0|2024-03-20 15:47:51.211931
35|0|24|24.0|2024-03-20 15:47:51.630028
36|1|19|19.0|2024-03-20 15:47:52.370172
37|0|20|20.0|2024-03-20 15:47:52.864588
38|1|16|16.0|2024-03-20 15:47:53.350875
39|0|23|23.0|2024-03-20 15:47:54.259863
40|1|21|21.0|2024-03-20 15:47:54.606967
41|0|15|15.0|2024-03-20 15:47:55.132941
42|1|18|18.0|2024-03-20 15:48:43.427177
43|0|11|11.0|2024-03-20 15:48:43.543674
44|1|20|20.0|2024-03-20 15:48:44.625280
45|0|42|42.0|2024-03-20 15:48:46.125126
46|0|13|13.0|2024-03-20 15:48:46.936466
47|1|38|38.0|2024-03-20 15:48:46.998801
48|0|12|12.0|2024-03-20 15:48:47.655911
49|0|20|20.0|2024-03-20 15:48:48.850000
50|1|34|34.0|2024-03-20 15:48:49.037915
51|0|16|16.0|2024-03-20 15:48:49.845785
52|1|19|19.0|2024-03-20 15:48:50.223734
53|0|12|12.0|2024-03-20 15:48:50.594178
54|1|11|11.0|2024-03-20 15:48:50.939176
55|0|12|12.0|2024-03-20 15:48:51.397750
56|0|11|11.0|2024-03-20 15:48:52.149847
57|0|13|13.0|2024-03-20 15:48:53.031159
58|0|16|16.0|2024-03-20 15:48:54.084793
59|1|64|64.0|2024-03-20 15:48:55.154208
60|0|23|23.0|2024-03-20 15:48:55.540397
61|1|19|19.0|2024-03-20 15:48:56.347890
62|0|20|20.0|2024-03-20 15:48:56.794933
63|0|12|12.0|2024-03-20 15:48:57.534008
64|1|20|20.0|2024-03-20 15:48:57.602000
65|0|13|13.0|2024-03-20 15:48:58.336590
66|1|18|18.0|2024-03-20 15:49:49.098886
67|0|11|11.0|2024-03-20 15:49:49.415404
68|1|18|18.0|2024-03-20 15:49:50.187296
69|0|14|14.0|2024-03-20 15:49:50.248259
70|0|12|12.0|2024-03-20 15:49:50.960127
71|1|21|21.0|2024-03-20 15:49:51.438241
72|0|12|12.0|2024-03-20 15:49:51.676510
73|0|20|20.0|2024-03-20 15:49:52.858784
74|1|27|27.0|2024-03-20 15:49:53.041208
75|1|18|18.0|2024-03-20 15:49:54.070090
76|0|27|27.0|2024-03-20 15:49:54.413543
77|1|14|14.0|2024-03-20 15:49:54.870834
78|1|9|9.0|2024-03-20 15:49:55.399013
79|0|27|27.0|2024-03-20 15:49:56.028034
80|1|17|17.0|2024-03-20 15:49:56.451634
81|0|15|15.0|2024-03-20 15:49:56.925143
82|1|23|23.0|2024-03-20 15:49:57.861250
83|0|16|16.0|2024-03-20 15:49:57.932893
84|1|13|13.0|2024-03-20 15:49:58.685239
85|0|23|23.0|2024-03-20 15:49:59.375747
86|1|16|16.0|2024-03-20 15:49:59.675904
87|0|15|15.0|2024-03-20 15:50:00.267796
88|1|13|13.0|2024-03-20 15:50:00.444132
89|0|11|11.0|2024-03-20 15:50:00.919394
90|1|11|11.0|2024-03-20 15:50:01.097985
91|0|23|23.0|2024-03-20 15:50:02.397269
92|1|20|20.0|2024-03-20 15:50:02.402627
93|1|12|12.0|2024-03-20 15:50:03.192650
94|0|15|15.0|2024-03-20 15:50:03.408799
95|0|23|23.0|2024-03-20 15:50:52.491242
96|0|12|12.0|2024-03-20 15:50:53.204995
97|1|42|42.0|2024-03-20 15:50:53.439704
98|0|18|18.0|2024-03-20 15:50:54.259837
99|1|25|25.0|2024-03-20 15:50:54.892090
100|0|14|14.0|2024-03-20 15:50:55.227825
101|1|11|11.0|2024-03-20 15:50:55.752157
102|1|16|16.0|2024-03-20 15:50:56.722091
103|1|13|13.0|2024-03-20 15:50:57.512097
104|0|41|41.0|2024-03-20 15:50:57.768958
105|0|21|21.0|2024-03-20 15:50:59.083154
106|1|34|34.0|2024-03-20 15:50:59.620574
107|0|29|29.0|2024-03-20 15:51:00.828676
108|1|22|22.0|2024-03-20 15:51:00.949391
109|0|13|13.0|2024-03-20 15:51:01.598036
110|1|13|13.0|2024-03-20 15:51:01.723773
111|0|11|11.0|2024-03-20 15:51:02.326459
112|1|20|20.0|2024-03-20 15:51:02.986291
113|0|12|12.0|2024-03-20 15:51:03.049892
114|1|21|21.0|2024-03-20 15:51:04.306469
115|0|22|22.0|2024-03-20 15:51:04.427536
116|1|9|9.0|2024-03-20 15:51:04.850325
117|0|16|16.0|2024-03-20 15:51:05.369157
118|0|11|11.0|2024-03-20 15:51:06.036648
119|1|23|23.0|2024-03-20 15:51:06.223896
120|0|12|12.0|2024-03-20 15:51:06.756160
121|1|11|11.0|2024-03-20 15:51:06.874003
122|1|11|11.0|2024-03-20 15:51:54.987938
123|0|17|17.0|2024-03-20 15:51:55.265775
124|0|15|15.0|2024-03-20 15:51:56.267893
125|1|27|27.0|2024-03-20 15:51:56.787381
126|1|16|16.0|2024-03-20 15:51:57.818466
127|0|33|33.0|2024-03-20 15:51:58.366881
128|1|13|13.0|2024-03-20 15:51:58.607103
129|0|19|19.0|2024-03-20 15:51:59.501148
130|0|15|15.0|2024-03-20 15:52:00.406305
131|0|9|9.0|2024-03-20 15:52:00.981923
132|0|11|11.0|2024-03-20 15:52:01.681654
133|1|50|50.0|2024-03-20 15:52:01.683397
134|1|22|22.0|2024-03-20 15:52:03.057555
135|0|33|33.0|2024-03-20 15:52:03.703424
136|1|36|36.0|2024-03-20 15:52:05.194263
137|0|28|28.0|2024-03-20 15:52:05.373671
138|1|22|22.0|2024-03-20 15:52:06.492639
139|0|26|26.0|2024-03-20 15:52:06.906433
140|1|14|14.0|2024-03-20 15:52:07.316562
141|0|16|16.0|2024-03-20 15:52:07.824728
142|0|16|16.0|2024-03-20 15:52:08.766596
143|1|27|27.0|2024-03-20 15:52:08.882839
144|0|24|24.0|2024-03-20 15:52:55.940533
145|1|29|29.0|2024-03-20 15:52:56.360201
146|0|20|20.0|2024-03-20 15:52:57.135004
147|1|17|17.0|2024-03-20 15:52:57.367311
148|1|9|9.0|2024-03-20 15:52:57.890892
149|0|14|14.0|2024-03-20 15:52:57.954924
150|0|14|14.0|2024-03-20 15:52:58.790335
151|0|12|12.0|2024-03-20 15:52:59.489852
152|0|10|10.0|2024-03-20 15:53:00.082301
153|0|23|23.0|2024-03-20 15:53:01.498682
154|1|60|60.0|2024-03-20 15:53:01.501117
155|1|33|33.0|2024-03-20 15:53:03.584169
156|0|40|40.0|2024-03-20 15:53:04.034921
157|0|13|13.0|2024-03-20 15:53:04.801912
158|1|31|31.0|2024-03-20 15:53:05.459000
159|0|23|23.0|2024-03-20 15:53:06.174342
160|1|13|13.0|2024-03-20 15:53:06.238622
161|0|13|13.0|2024-03-20 15:53:06.948606
162|1|12|12.0|2024-03-20 15:53:06.950187
163|1|14|14.0|2024-03-20 15:53:07.786609
164|0|18|18.0|2024-03-20 15:53:08.025791
165|1|17|17.0|2024-03-20 15:53:08.834100
166|0|18|18.0|2024-03-20 15:53:09.143779
167|1|16|16.0|2024-03-20 15:53:09.809961
168|0|16|16.0|2024-03-20 15:53:10.140169
169|1|30|30.0|2024-03-20 15:54:00.676311
