epoch|train_rec_loss|test_loss
0|0.1530335396528244|0.09937427937984467
1|0.09839697927236557|0.09807184338569641
2|0.0978996530175209|0.09772875159978867
3|0.09756885468959808|0.09738755226135254
4|0.09721970558166504|0.09704842418432236
5|0.09688408672809601|0.0967114120721817
6|0.09655498713254929|0.09637612104415894
7|0.09621860086917877|0.09604263305664062
8|0.09588800370693207|0.09571092575788498
9|0.09555226564407349|0.09538079053163528
10|0.09522498399019241|0.09505236893892288
11|0.09489759802818298|0.09472564607858658
12|0.09457208216190338|0.09440074115991592
13|0.09425512701272964|0.0940774455666542
14|0.09391716867685318|0.09375632554292679
15|0.09360809624195099|0.09343782812356949
16|0.09328338503837585|0.0931209847331047
17|0.09297461807727814|0.09280551224946976
18|0.09265854209661484|0.09249146282672882
19|0.09234821051359177|0.09217891097068787
20|0.09203233569860458|0.09186890721321106
21|0.09171915799379349|0.0915607213973999
22|0.091410793364048|0.09125396609306335
23|0.09111069142818451|0.09094849228858948
24|0.09080959111452103|0.0906444862484932
25|0.09049946069717407|0.09034208953380585
26|0.09019843488931656|0.09004142880439758
27|0.08990009874105453|0.08974253386259079
28|0.08960722386837006|0.0894455760717392
29|0.08930900692939758|0.08915010094642639
30|0.0890098586678505|0.08885619789361954
31|0.08871500194072723|0.08856377005577087
32|0.08843088150024414|0.08827309310436249
33|0.08813710510730743|0.08798391371965408
34|0.08784189820289612|0.08769652247428894
35|0.08755921572446823|0.08741104602813721
36|0.08727873116731644|0.08712742477655411
37|0.08699561655521393|0.08684556931257248
38|0.08670910447835922|0.08656524121761322
39|0.08642633259296417|0.08628636598587036
40|0.08615996688604355|0.08600940555334091
41|0.08588539063930511|0.08573433011770248
42|0.08561024069786072|0.08546154946088791
43|0.08533217757940292|0.08519022166728973
44|0.08506079763174057|0.0849200189113617
45|0.08479353040456772|0.08465101569890976
46|0.0845291018486023|0.08438333123922348
47|0.0842578336596489|0.08411718904972076
48|0.08399491757154465|0.08385215699672699
49|0.08373583853244781|0.08358832448720932
50|0.08346890658140182|0.08332556486129761
51|0.08320177346467972|0.08306385576725006
52|0.08294651657342911|0.08280319720506668
53|0.08267642557621002|0.08254367113113403
54|0.08241908997297287|0.08228529244661331
55|0.08216865360736847|0.0820283591747284
56|0.08191096782684326|0.08177321404218674
57|0.08165821433067322|0.08151956647634506
58|0.08140327036380768|0.08126723766326904
59|0.08114613592624664|0.08101601898670197
60|0.08089830726385117|0.08076594769954681
61|0.08065034449100494|0.08051752299070358
62|0.08039554208517075|0.08027041703462601
63|0.08015753328800201|0.08002445101737976
64|0.07990987598896027|0.07977955788373947
65|0.07966302335262299|0.07953572273254395
66|0.0794229581952095|0.07929300516843796
67|0.079172782599926|0.07905211299657822
68|0.07894137501716614|0.07881234586238861
69|0.07869835942983627|0.07857371121644974
70|0.0784669816493988|0.0783361941576004
71|0.0782274678349495|0.0780998021364212
72|0.07799320667982101|0.07786454260349274
73|0.07775501906871796|0.0776306614279747
74|0.07751910388469696|0.07739809155464172
75|0.07728835195302963|0.07716662436723709
76|0.07705815136432648|0.0769362673163414
77|0.07683336734771729|0.07670693099498749
78|0.07660311460494995|0.07647870481014252
79|0.07636979222297668|0.07625181972980499
80|0.07614258676767349|0.07602623850107193
81|0.0759190022945404|0.07580169290304184
82|0.07569248229265213|0.07557810842990875
