episode|worker_id|eplen|score|ts
0|1|20|20.0|2024-05-16 14:08:38.252509
1|1|11|11.0|2024-05-16 14:08:38.571376
2|0|34|34.0|2024-05-16 14:08:38.659740
3|1|13|13.0|2024-05-16 14:08:38.948654
4|0|15|15.0|2024-05-16 14:08:39.094482
5|0|19|19.0|2024-05-16 14:08:39.646422
6|1|35|35.0|2024-05-16 14:08:39.968659
7|0|14|14.0|2024-05-16 14:08:40.057722
8|1|15|15.0|2024-05-16 14:08:40.416570
9|1|12|12.0|2024-05-16 14:08:40.778039
10|0|25|25.0|2024-05-16 14:08:40.809036
11|0|11|11.0|2024-05-16 14:08:41.134616
12|0|20|20.0|2024-05-16 14:08:41.707798
13|1|42|42.0|2024-05-16 14:08:41.997345
14|0|12|12.0|2024-05-16 14:08:42.056294
15|1|9|9.0|2024-05-16 14:08:42.261266
16|0|19|19.0|2024-05-16 14:08:42.610662
17|1|27|27.0|2024-05-16 14:08:43.042405
18|0|20|20.0|2024-05-16 14:08:43.186946
19|1|12|12.0|2024-05-16 14:08:43.396240
20|0|14|14.0|2024-05-16 14:08:43.599921
21|1|17|17.0|2024-05-16 14:08:43.885235
22|0|15|15.0|2024-05-16 14:08:44.030145
23|0|13|13.0|2024-05-16 14:08:44.399547
24|1|29|29.0|2024-05-16 14:08:44.714010
25|0|26|26.0|2024-05-16 14:09:14.221171
26|1|18|18.0|2024-05-16 14:09:14.311203
27|0|14|14.0|2024-05-16 14:09:14.655518
28|0|16|16.0|2024-05-16 14:09:15.147245
29|0|16|16.0|2024-05-16 14:09:15.622174
30|1|46|46.0|2024-05-16 14:09:15.711012
31|0|12|12.0|2024-05-16 14:09:15.976622
32|1|15|15.0|2024-05-16 14:09:16.153835
33|0|11|11.0|2024-05-16 14:09:16.301718
34|1|13|13.0|2024-05-16 14:09:16.541552
35|0|31|31.0|2024-05-16 14:09:17.219558
36|0|12|12.0|2024-05-16 14:09:17.583300
37|1|47|47.0|2024-05-16 14:09:17.944570
38|0|22|22.0|2024-05-16 14:09:18.267813
39|1|16|16.0|2024-05-16 14:09:18.456464
40|0|13|13.0|2024-05-16 14:09:18.688148
41|1|19|19.0|2024-05-16 14:09:19.073008
42|0|13|13.0|2024-05-16 14:09:19.105982
43|0|11|11.0|2024-05-16 14:09:19.464650
44|1|12|12.0|2024-05-16 14:09:19.465567
45|1|14|14.0|2024-05-16 14:09:19.887498
46|0|22|22.0|2024-05-16 14:09:20.123434
47|1|10|10.0|2024-05-16 14:09:20.182053
48|1|23|23.0|2024-05-16 14:09:20.846337
49|0|26|26.0|2024-05-16 14:09:20.876894
50|0|17|17.0|2024-05-16 14:09:21.376920
51|1|21|21.0|2024-05-16 14:09:21.466610
52|0|13|13.0|2024-05-16 14:09:50.870990
53|1|18|18.0|2024-05-16 14:09:51.114589
54|0|15|15.0|2024-05-16 14:09:51.327402
55|1|23|23.0|2024-05-16 14:09:51.817459
56|0|19|19.0|2024-05-16 14:09:51.908612
57|1|21|21.0|2024-05-16 14:09:52.459434
58|0|35|35.0|2024-05-16 14:09:52.975496
59|1|19|19.0|2024-05-16 14:09:53.036779
60|0|20|20.0|2024-05-16 14:09:53.583094
61|1|19|19.0|2024-05-16 14:09:53.614217
62|1|21|21.0|2024-05-16 14:09:54.255328
63|0|25|25.0|2024-05-16 14:09:54.348146
64|0|14|14.0|2024-05-16 14:09:54.781440
65|0|15|15.0|2024-05-16 14:09:55.238542
66|1|32|32.0|2024-05-16 14:09:55.239224
67|0|24|24.0|2024-05-16 14:09:55.972528
68|1|31|31.0|2024-05-16 14:09:56.187349
69|1|15|15.0|2024-05-16 14:09:56.645139
70|1|10|10.0|2024-05-16 14:09:56.946444
71|1|12|12.0|2024-05-16 14:09:57.319699
72|0|48|48.0|2024-05-16 14:09:57.443848
73|1|18|18.0|2024-05-16 14:09:57.862096
74|1|12|12.0|2024-05-16 14:09:58.230373
75|0|31|31.0|2024-05-16 14:10:27.481363
76|1|21|21.0|2024-05-16 14:10:27.967308
77|0|26|26.0|2024-05-16 14:10:28.273942
78|1|12|12.0|2024-05-16 14:10:28.335676
79|0|17|17.0|2024-05-16 14:10:28.792636
80|0|13|13.0|2024-05-16 14:10:29.186969
81|1|33|33.0|2024-05-16 14:10:29.339265
82|0|22|22.0|2024-05-16 14:10:29.851846
83|1|25|25.0|2024-05-16 14:10:30.094821
84|0|27|27.0|2024-05-16 14:10:30.670069
85|1|43|43.0|2024-05-16 14:10:31.401336
