episode|worker_id|eplen|score|ts
0|1|16|16.0|2024-03-20 15:46:40.034134
1|0|21|21.0|2024-03-20 15:46:40.329997
2|1|12|12.0|2024-03-20 15:46:40.729221
3|1|16|16.0|2024-03-20 15:46:41.652722
4|0|26|26.0|2024-03-20 15:46:41.828349
5|1|13|13.0|2024-03-20 15:46:42.397557
6|0|18|18.0|2024-03-20 15:46:42.876545
7|0|18|18.0|2024-03-20 15:46:43.947722
8|1|27|27.0|2024-03-20 15:46:44.014876
9|1|12|12.0|2024-03-20 15:46:44.811191
10|0|18|18.0|2024-03-20 15:46:45.112243
11|1|15|15.0|2024-03-20 15:46:45.711950
12|0|16|16.0|2024-03-20 15:46:46.074470
13|1|22|22.0|2024-03-20 15:46:47.015045
14|0|32|32.0|2024-03-20 15:46:47.955243
15|0|20|20.0|2024-03-20 15:46:49.160711
16|1|39|39.0|2024-03-20 15:46:49.362071
17|1|10|10.0|2024-03-20 15:46:50.036109
18|1|26|26.0|2024-03-20 15:46:51.604227
19|0|63|63.0|2024-03-20 15:46:52.958729
20|1|45|45.0|2024-03-20 15:47:37.974380
21|0|27|27.0|2024-03-20 15:47:38.327959
22|0|19|19.0|2024-03-20 15:47:39.443532
23|1|35|35.0|2024-03-20 15:47:40.011978
24|0|16|16.0|2024-03-20 15:47:40.376017
25|1|15|15.0|2024-03-20 15:47:40.903588
26|0|12|12.0|2024-03-20 15:47:41.088718
27|0|16|16.0|2024-03-20 15:47:42.019650
28|1|22|22.0|2024-03-20 15:47:42.205946
29|1|18|18.0|2024-03-20 15:47:43.296452
30|1|11|11.0|2024-03-20 15:47:44.006206
31|0|33|33.0|2024-03-20 15:47:44.066938
32|0|16|16.0|2024-03-20 15:47:45.020769
33|1|25|25.0|2024-03-20 15:47:45.474183
34|0|22|22.0|2024-03-20 15:47:46.293041
35|1|16|16.0|2024-03-20 15:47:46.407638
36|0|18|18.0|2024-03-20 15:47:47.333561
37|1|28|28.0|2024-03-20 15:47:48.047963
38|0|28|28.0|2024-03-20 15:47:49.016392
39|0|14|14.0|2024-03-20 15:47:49.841620
40|1|32|32.0|2024-03-20 15:47:49.960790
41|0|14|14.0|2024-03-20 15:47:50.659696
42|1|17|17.0|2024-03-20 15:47:50.944230
43|0|23|23.0|2024-03-20 15:47:52.021096
44|1|31|31.0|2024-03-20 15:48:40.024990
45|0|22|22.0|2024-03-20 15:48:40.687818
46|1|22|22.0|2024-03-20 15:48:41.458984
47|0|14|14.0|2024-03-20 15:48:41.521762
48|1|16|16.0|2024-03-20 15:48:43.004069
