episode|worker_id|eplen|score|ts
0|0|100|-36.64000000000003|2024-05-20 11:23:42.033969
1|0|100|-31.690000000000047|2024-05-20 11:24:21.236992
2|0|100|-30.700000000000024|2024-05-20 11:24:59.484242
3|0|100|-29.71000000000007|2024-05-20 11:25:40.209845
4|0|77|-15.600000000000037|2024-05-20 11:26:13.123345
5|0|100|-24.76000000000002|2024-05-20 11:26:57.178084
6|0|100|-43.56999999999998|2024-05-20 12:29:12.336003
7|0|100|-20.8|2024-05-20 12:29:52.829166
8|0|100|-10.899999999999983|2024-05-20 12:30:38.102420
9|0|99|-21.760000000000026|2024-05-20 12:31:16.767554
10|0|15|0.86|2024-05-20 12:31:22.979674
11|0|100|-25.750000000000014|2024-05-20 12:32:00.662601
12|0|50|-4.439999999999991|2024-05-20 12:32:19.822846
13|0|17|-1.139999999999997|2024-05-20 12:32:26.216233
14|0|100|-12.879999999999985|2024-05-20 12:33:04.533670
15|0|100|-16.839999999999996|2024-05-20 13:06:04.748655
16|0|16|-2.1199999999999974|2024-05-20 13:06:10.852366
17|0|100|-16.83999999999999|2024-05-20 13:06:47.897455
18|0|100|-18.820000000000018|2024-05-20 13:07:24.147765
19|0|100|-14.859999999999983|2024-05-20 13:08:01.672088
20|0|20|-0.18000000000000016|2024-05-20 13:08:09.743821
21|0|100|-18.820000000000014|2024-05-20 13:08:49.338097
22|0|43|-3.3799999999999946|2024-05-20 13:09:06.965240
23|0|29|-1.2599999999999945|2024-05-20 13:09:17.979454
24|0|8|-0.06000000000000005|2024-05-20 13:09:21.158640
25|0|22|-4.1599999999999975|2024-05-20 13:09:30.168856
26|0|14|-2.0999999999999988|2024-05-20 13:09:35.783581
27|0|30|-4.239999999999997|2024-05-20 13:09:47.741435
28|0|21|-3.1599999999999966|2024-05-20 13:09:55.689019
29|0|100|-4.939999999999983|2024-05-20 13:42:26.039833
30|0|66|-18.46|2024-05-20 13:42:52.899284
31|0|36|-8.259999999999994|2024-05-20 13:43:05.810125
32|0|100|-31.690000000000047|2024-05-20 13:43:41.636613
33|0|50|-4.439999999999998|2024-05-20 13:44:00.364312
34|0|100|-15.849999999999985|2024-05-20 13:44:38.959013
35|0|100|-9.909999999999984|2024-05-20 13:45:17.804910
36|0|100|-26.740000000000038|2024-05-20 13:45:56.034126
37|0|12|-0.10000000000000009|2024-05-20 13:46:00.458777
38|0|100|-19.810000000000024|2024-05-20 14:18:41.685507
39|0|11|0.9|2024-05-20 14:18:45.629600
40|0|17|-3.1199999999999974|2024-05-20 14:18:52.403136
41|0|100|-16.839999999999982|2024-05-20 14:19:30.846489
42|0|27|-5.199999999999997|2024-05-20 14:19:41.226979
43|0|100|-21.790000000000042|2024-05-20 14:20:18.962489
44|0|100|-26.74000000000007|2024-05-20 14:20:57.341685
45|0|100|-20.799999999999994|2024-05-20 14:21:36.291783
46|0|100|-13.869999999999985|2024-05-20 14:22:14.501002
47|0|100|-24.76000000000007|2024-05-20 14:54:48.958405
48|0|100|-22.78000000000002|2024-05-20 14:55:27.346223
49|0|60|-12.459999999999992|2024-05-20 14:55:50.232477
50|0|10|-0.08000000000000007|2024-05-20 14:55:54.924631
51|0|98|-32.64000000000005|2024-05-20 14:56:33.069529
52|0|41|-7.319999999999995|2024-05-20 14:56:49.329085
53|0|9|0.92|2024-05-20 14:56:52.895116
54|0|70|-8.599999999999989|2024-05-20 14:57:20.133026
55|0|18|-2.139999999999998|2024-05-20 14:57:27.746160
56|0|100|-25.750000000000053|2024-05-20 14:58:06.446435
57|0|27|-3.2199999999999953|2024-05-20 14:58:17.043630
58|0|8|-0.06000000000000005|2024-05-20 14:58:20.048726
59|0|44|-6.3599999999999985|2024-05-20 14:58:37.052878
60|0|25|-5.179999999999996|2024-05-20 14:58:46.780119
61|0|100|-27.730000000000057|2024-05-20 15:32:51.723893
62|0|61|-5.5399999999999885|2024-05-20 15:33:14.535059
63|0|13|-1.0999999999999979|2024-05-20 15:33:19.464353
64|0|100|-20.800000000000004|2024-05-20 15:33:59.450141
65|0|8|-2.039999999999999|2024-05-20 15:34:03.328078
66|0|100|-17.830000000000002|2024-05-20 15:34:42.701902
67|0|84|-10.719999999999986|2024-05-20 15:35:16.494611
68|0|100|-7.929999999999987|2024-05-20 15:35:57.071653
69|0|11|0.9|2024-05-20 15:36:01.371981
70|0|10|-0.08000000000000007|2024-05-20 15:36:06.145503
71|0|94|-4.879999999999981|2024-05-20 15:36:43.359646
72|0|100|-20.800000000000022|2024-05-20 16:10:42.831016
73|0|40|-4.3399999999999945|2024-05-20 16:10:58.259629
74|0|100|-26.74000000000006|2024-05-20 16:11:40.589338
75|0|10|-0.08000000000000007|2024-05-20 16:11:45.472458
76|0|63|-7.53999999999999|2024-05-20 16:12:10.858444
77|0|55|-5.479999999999993|2024-05-20 16:12:32.838387
78|0|18|-2.1399999999999975|2024-05-20 16:12:40.049280
79|0|100|-22.78000000000002|2024-05-20 16:13:19.254549
80|0|100|-15.849999999999987|2024-05-20 16:14:00.740922
81|0|75|-15.579999999999995|2024-05-20 16:14:32.430210
82|0|100|-19.81000000000001|2024-05-20 16:47:14.512531
83|0|22|-10.099999999999998|2024-05-20 16:47:22.819311
84|0|100|-27.73000000000002|2024-05-20 16:48:01.762925
85|0|100|-28.720000000000056|2024-05-20 16:48:41.010248
86|0|100|-10.899999999999986|2024-05-20 16:49:20.442939
87|0|14|-2.0999999999999988|2024-05-20 16:49:26.091256
88|0|10|-4.039999999999999|2024-05-20 16:49:30.002646
89|0|100|-11.889999999999993|2024-05-20 16:50:10.948622
90|0|100|-14.859999999999985|2024-05-20 16:50:52.707756
91|0|28|-0.26000000000000023|2024-05-20 16:51:03.415371
92|0|100|-12.879999999999985|2024-05-20 17:26:09.867942
93|0|9|-1.0599999999999996|2024-05-20 17:26:13.542682
94|0|11|-3.0599999999999987|2024-05-20 17:26:18.070389
95|0|8|-2.039999999999999|2024-05-20 17:26:21.765991
96|0|8|-0.06000000000000005|2024-05-20 17:26:25.413076
97|0|25|-1.219999999999997|2024-05-20 17:26:36.263869
98|0|57|-5.499999999999991|2024-05-20 17:26:58.031155
99|0|13|-1.0999999999999983|2024-05-20 17:27:03.156714
100|0|100|-31.69000000000004|2024-05-20 17:27:43.167873
101|0|19|0.82|2024-05-20 17:27:50.983453
102|0|100|-20.799999999999997|2024-05-20 17:28:30.739253
103|0|100|-22.780000000000005|2024-05-20 17:29:10.755183
104|0|44|-6.359999999999992|2024-05-20 17:29:27.416519
105|0|7|0.94|2024-05-20 17:29:31.303353
106|0|100|-19.810000000000002|2024-05-20 17:30:11.853124
107|0|100|-17.82999999999999|2024-05-20 18:03:45.977957
108|0|21|-3.1599999999999966|2024-05-20 18:03:56.192092
109|0|34|-4.279999999999997|2024-05-20 18:04:10.750201
110|0|100|-6.93999999999998|2024-05-20 18:04:55.211382
111|0|29|-5.219999999999995|2024-05-20 18:05:09.092802
112|0|18|-4.119999999999998|2024-05-20 18:05:16.679128
113|0|49|-5.419999999999991|2024-05-20 18:05:37.858243
114|0|10|-0.08000000000000007|2024-05-20 18:05:42.711222
115|0|24|-0.2200000000000002|2024-05-20 18:05:54.095896
116|0|75|-17.560000000000056|2024-05-20 18:06:30.039751
117|0|100|-22.78000000000005|2024-05-20 18:07:14.849400
118|0|13|-1.0999999999999988|2024-05-20 18:07:20.661633
119|0|100|-23.770000000000028|2024-05-20 18:08:06.863633
120|0|100|-34.65999999999997|2024-05-20 18:51:46.368936
121|0|100|-14.859999999999982|2024-05-20 18:52:32.203671
122|0|35|-3.2999999999999954|2024-05-20 18:52:47.242079
123|0|100|-11.889999999999985|2024-05-20 18:53:31.765543
124|0|100|-5.9499999999999815|2024-05-20 18:54:16.103123
125|0|12|-0.10000000000000009|2024-05-20 18:54:22.018129
126|0|59|-15.419999999999995|2024-05-20 18:54:46.869781
127|0|100|-21.790000000000017|2024-05-20 18:55:30.747615
128|0|14|-0.1200000000000001|2024-05-20 18:55:37.380022
129|0|100|-14.859999999999982|2024-05-20 19:39:43.815693
130|0|59|-5.519999999999991|2024-05-20 19:40:10.562143
131|0|35|-3.2999999999999954|2024-05-20 19:40:27.517454
132|0|12|-4.059999999999999|2024-05-20 19:40:32.538584
133|0|36|-8.259999999999994|2024-05-20 19:40:48.351001
134|0|9|-1.0599999999999996|2024-05-20 19:40:53.164119
135|0|100|-13.869999999999981|2024-05-20 19:41:40.392428
136|0|100|-5.94999999999998|2024-05-20 19:42:25.229475
137|0|11|-3.0599999999999987|2024-05-20 19:42:29.802075
138|0|20|-10.079999999999998|2024-05-20 19:42:38.804543
